sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Necip Fazıl Kısakürek,Kahramanlık,/kahramanlik-12-siiri/,"Kırıldı oyuncağım, artık bir daha gülmem; 
Toz olur, toprak olur, duman olurum ölmem!",28.1.2017 16:47:00,[]
Necip Fazıl Kısakürek,Şah-ı Nakşıbend,/sah-i-naksibend-siiri/,"Hasret bir rüzgâr, kapı kapı aralar geçer; 
Gördüğüm her güzel şey, beni yaralar geçer...",30.1.2017 12:20:00,[]
Necip Fazıl Kısakürek,O Nizam,/o-nizam-2-siiri/,"Halim, açık denizde düdük çalan bir gemi; 
Kim duyar, ötelerden haber veren bestemi? ....",28.1.2017 16:06:00,[]
Necip Fazıl Kısakürek,Sağ-Sol,/sag-sol-6-siiri/,"Ne kadar göz bebeği varsa üst üste gelse
Yine ayrı manzarayı, ayrı görüş herkese..",28.1.2017 16:03:00,[]
Necip Fazıl Kısakürek,Anayasa,/anayasa-15-siiri/,"Ben gurbet rüzgârının üflediği kamışım...
Bir su başında mahzun, yapayalnız kalmışım...",30.1.2017 12:27:00,[]
Necip Fazıl Kısakürek,Kafile,/kafile-6-siiri/,"Yalnızlar! .. O havuzun çevresinde birleşme...
Susuzlar! .. O havuzda suyu kesilmez kesme!",30.1.2017 11:16:00,[]
Necip Fazıl Kısakürek,Tutuk,/tutuk-12-siiri/,"Sayılarda çoğalmak, niçin, ne olmak için? 
Bir tek hiçtir çarpışı, kırk milyona bir hiçin...",28.1.2017 16:08:00,[]
Necip Fazıl Kısakürek,Değişen-değişmeyen,/degisen-degismeyen-siiri/,"Şeyh-i Ekber diyor ki: ""en büyük makam hayret""
İki bir, iki eder demek bile cesaret....",28.1.2017 16:04:00,[]
Necip Fazıl Kısakürek,Hokkabaz,/hokkabaz-17-siiri/,"Su bir şekil üstü ruh, kalıplarda gizlenen; 
Yerde kire battımı, bulutta temizlenen...",28.1.2017 16:51:00,[]
Necip Fazıl Kısakürek,Mimarî,/mimari-siiri/,"Allah'a hakikatten yola çıkmak, meşakkat; 
Allah'tan yola çıkıp varılan şey, hakikat...",28.1.2017 14:04:00,[]
Necip Fazıl Kısakürek,Merdiven,/merdiven-104-siiri/,"Kalbimi ve aklımı hep sağ elime verdim; 
Görevi olmasaydı sol elimi keserdim...",30.1.2017 15:14:00,[]
Necip Fazıl Kısakürek,Zehirle Pişmiş Aş,/zehirle-pismis-as-2-siiri/,"Su duadır, yakarış, berraklık, saffet; 
Onu madeni gökte altınlar gibi sarfet!",28.1.2017 16:52:00,[]
Necip Fazıl Kısakürek,Yobaz,/yobaz-29-siiri/,"Ne varsa nakış nakış, tabiatta, maddede,
Gözlerimdeki nurun aksi, beyaz perdede...",30.1.2017 09:16:00,[]
Necip Fazıl Kısakürek,Ölümsüz Şarkı,/olumsuz-sarki-3-siiri/,,,
Necip Fazıl Kısakürek,Gitti,/gitti-277-siiri/,,,
Necip Fazıl Kısakürek,Zamane,/zamane-61-siiri/,,,
Necip Fazıl Kısakürek,Petek,/petek-9-siiri/,,,
Necip Fazıl Kısakürek,O Kanun,/o-kanun-siiri/,,,
Necip Fazıl Kısakürek,Güle Güle,/gule-gule-221-siiri/,,,
Necip Fazıl Kısakürek,Renkler,/renkler-143-siiri/,,,
Necip Fazıl Kısakürek,Devrim,/devrim-76-siiri/,,,
Necip Fazıl Kısakürek,Erken Gel!,/erken-gel-8-siiri/,,,
Necip Fazıl Kısakürek,İlmihal,/ilmihal-3-siiri/,,,
Necip Fazıl Kısakürek,Lûgat,/lugat-12-siiri/,,,
Necip Fazıl Kısakürek,Güzel,/guzel-407-siiri/,,,
Necip Fazıl Kısakürek,Kudret,/kudret-14-siiri/,,,
Necip Fazıl Kısakürek,İste,/iste-137-siiri/,,,
Necip Fazıl Kısakürek,Yakın,/yakin-54-siiri/,,,
Necip Fazıl Kısakürek,Yük,/yuk-86-siiri/,,,
Necip Fazıl Kısakürek,Emanet,/emanet-274-siiri/,,,
Necip Fazıl Kısakürek,O Bahçeler,/o-bahceler-siiri/,,,
Necip Fazıl Kısakürek,Haberci,/haberci-30-siiri/,,,
Necip Fazıl Kısakürek,Ebedî Taze,/ebedi-taze-siiri/,,,
Necip Fazıl Kısakürek,Boş Ufuklar,/bos-ufuklar-2-siiri/,,,
Necip Fazıl Kısakürek,Nimet,/nimet-29-siiri/,,,
Necip Fazıl Kısakürek,Ayrılık,/ayrilik-11-siiri/,,,
Necip Fazıl Kısakürek,Hicret,/hicret-73-siiri/,,,
Necip Fazıl Kısakürek,Vatan,/vatan-307-siiri/,,,
Necip Fazıl Kısakürek,Zifaf,/zifaf-6-siiri/,,,
Necip Fazıl Kısakürek,Geçer,/gecer-82-siiri/,,,
Necip Fazıl Kısakürek,Aynı Nokta,/ayni-nokta-3-siiri/,,,
Necip Fazıl Kısakürek,Ramazan,/ramazan-121-siiri/,,,
Necip Fazıl Kısakürek,Murad,/murad-15-siiri/,,,
Necip Fazıl Kısakürek,Yalnız,/yalniz-240-siiri/,,,
Necip Fazıl Kısakürek,Kamış,/kamis-4-siiri/,,,
Necip Fazıl Kısakürek,Kevser,/kevser-11-siiri/,,,
Ahmet Telli,Gidersen Yıkılır Bu Kent,/gidersen-yikilir-bu-kent-siiri/,,,
Ahmet Telli,Islık,/islik-3-siiri/,,,
Ahmet Telli,Çocuksun Sen,/cocuksun-sen-siiri/,,,
Ahmet Telli,Aşk Bitti,/ask-bitti-siiri/,,,
Ahmet Telli,Gülüşün Eklenir Kimliğime,/gulusun-eklenir-kimligime-siiri/,,,
Ahmet Telli,Özletiyor Seni Bu Yağmurlar,/ozletiyor-seni-bu-yagmurlar-siiri/,,,
Ahmet Telli,Belki Yine Gelirim,/belki-yine-gelirim-siiri/,,,
Ahmet Telli,Anısı Biz Olalım Bu Sokakların,/anisi-biz-olalim-bu-sokaklarin-siiri/,,,
Ahmet Telli,Hâlâ Koynumda Resmin,/hala-koynumda-resmin-siiri/,,,
Ahmet Telli,Ayrılık Ayracı,/ayrilik-ayraci-siiri/,,,
Ahmet Telli,Asmin,/asmin-siiri/,,,
Ahmet Telli,Karda İzler,/karda-izler-siiri/,,,
Ahmet Telli,Unutma Dostumsun,/unutma-dostumsun-siiri/,,,
Ahmet Telli,Bekle Beni,/bekle-beni-5-siiri/,,,
Ahmet Telli,81 Yılında Bir Fotoğraf,/81-yilinda-bir-fotograf-siiri/,,,
Ahmet Telli,Akbabalar Kelebekler,/akbabalar-kelebekler-siiri/,,,
Ahmet Telli,Anladım,/anladim-3-siiri/,,,
Ahmet Telli,Acının Miladıyla,/acinin-miladiyla-siiri/,,,
Ahmet Telli,Su Çürüdü,/su-curudu-siiri/,,,
Ahmet Telli,Geldim İşte,/geldim-iste-siiri/,,,
Ahmet Telli,Deli Kuş,/deli-kus-siiri/,,,
Ahmet Telli,Özlemedim Seni,/ozlemedim-seni-siiri/,,,
Ahmet Telli,Akşamı Geciktirebilirsin Belki,/aksami-geciktirebilirsin-belki-siiri/,,,
Ahmet Telli,Ana,/ana-siiri/,,,
Ahmet Telli,Kalbim Unut Bu Şiiri,/kalbim-unut-bu-siiri-siiri/,,,
Ahmet Telli,Sıyrılıp Gelen,/siyrilip-gelen-siiri/,,,
Ahmet Telli,At,/at-2-siiri/,,,
Ahmet Telli,Kainat-ı Evren,/kainat-i-evren-siiri/,,,
Ahmet Telli,İmlâsız,/imlasiz-3-siiri/,,,
Ahmet Telli,Aşklar mı III,/asklar-mi-iii-siiri/,,,
Ahmet Telli,Ağulu Bir Hüzün,/agulu-bir-huzun-siiri/,,,
Ahmet Telli,Dövüşen Anlatsın,/dovusen-anlatsin-siiri/,,,
Ahmet Telli,Acıya Alışılmaz,/aciya-alisilmaz-siiri/,,,
Ahmet Telli,Aşklar mı I,/asklar-mi-i-siiri/,,,
Ahmet Telli,Yak Sevdanın Çırasını,/yak-sevdanin-cirasini-siiri/,,,
Ahmet Telli,Acının Tutanakçısıyım,/acinin-tutanakcisiyim-siiri/,,,
Ahmet Telli,Böcek,/bocek-2-siiri/,,,
Ahmet Telli,Kuş Ölümleri,/kus-olumleri-siiri/,,,
Ahmet Telli,Burdayım Sözümde,/burdayim-sozumde-siiri/,,,
Ahmet Telli,Soluk Soluğa I,/soluk-soluga-i-siiri/,,,
Ahmet Telli,Kayıp Adresteki,/kayip-adresteki-2-siiri/,,,
Ahmet Telli,Hiç Kimse,/hic-kimse-siiri/,,,
Ahmet Telli,Ankara'da,/ankara-da-28-siiri/,,,
Ahmet Telli,Geceleyin Kırda,/geceleyin-kirda-siiri/,,,
Ahmet Telli,Gün Kararmasin Geldiginde,/gun-kararmasin-geldiginde-siiri/,,,
Ahmet Telli,Aşklar mı II,/asklar-mi-ii-siiri/,,,
Ahmet Telli,Soluk Soluğa II,/soluk-soluga-ii-siiri/,,,
Ahmet Telli,Kalbim Katlanma Bu Dünyaya,/kalbim-katlanma-bu-dunyaya-siiri/,,,
Ahmet Telli,Ömrüm Diyorum,/omrum-diyorum-siiri/,,,
Ahmet Telli,Düş Yollara,/dus-yollara-siiri/,,,
Ahmet Telli,Bir Coğrafyanın Tetik Boşluğunda,/bir-cografyanin-tetik-boslugunda-siiri/,,,
Ahmet Telli,Eski Bir Hüzünle,/eski-bir-huzunle-siiri/,,,
Ahmet Telli,Gitmek,/gitmek-siiri/,,,
Ahmet Telli,Aylaklar,/aylaklar-siiri/,,,
Ahmet Telli,Bu Kent Öldürüldü Diyorlar,/bu-kent-olduruldu-diyorlar-siiri/,,,
Ahmet Telli,Zulme Direnmektir Hayat,/zulme-direnmektir-hayat-siiri/,,,
Ahmet Telli,Zaman Kekemeydi,/zaman-kekemeydi-siiri/,,,
Ahmet Telli,Söz de Sararır,/soz-de-sararir-siiri/,,,
Ahmet Telli,Her Nasılsa Yalnızsın,/her-nasilsa-yalnizsin-siiri/,,,
Ahmet Telli,Beklesem,/beklesem-siiri/,,,
Ahmet Telli,Çingeneler,/cingeneler-siiri/,,,
Ahmet Telli,Eylül,/eylul-13-siiri/,,,
Ahmet Telli,Konuğum Ol,/konugum-ol-siiri/,,,
Ahmet Telli,Ters Yüz Edilen,/ters-yuz-edilen-siiri/,,,
Ahmet Telli,Bunca Ayrılıktan Sonra,/bunca-ayriliktan-sonra-siiri/,,,
Ahmet Telli,Öyle Bir Yaz Şiiri II,/oyle-bir-yaz-siiri-ii-2-siiri/,,,
Ahmet Telli,Göç,/goc-2-siiri/,,,
Ahmet Telli,Pülümür Zencisi,/pulumur-zencisi-siiri/,,,
Ahmet Telli,Ozan,/ozan-4-siiri/,,,
Ahmet Telli,Sunu,/sunu-siiri/,,,
Ahmet Telli,Güz Gelmeden,/guz-gelmeden-siiri/,,,
Ahmet Telli,Kavak Yelleri,/kavak-yelleri-2-siiri/,,,
Ahmet Telli,Karşılık,/karsilik-siiri/,,,
Ahmet Telli,Yalnızlık Yasak,/yalnizlik-yasak-siiri/,,,
Ahmet Telli,Yeniden Yaşanacaktır,/yeniden-yasanacaktir-siiri/,,,
Ahmet Telli,Parasız Yatılı Dinbazlık,/parasiz-yatili-dinbazlik-siiri/,,,
Ahmet Telli,Saklı Kalan,/sakli-kalan-siiri/,,,
Ahmet Telli,Pasaport Kahvesi,/pasaport-kahvesi-siiri/,,,
Ahmet Telli,Kül Olan,/kul-olan-siiri/,,,
Ahmet Telli,Kuşlar,/kuslar-5-siiri/,,,
Ahmet Telli,Sormuyorum Artık,/sormuyorum-artik-siiri/,,,
Ahmet Telli,Giz,/giz-8-siiri/,,,
Ahmet Telli,İsmail'in Kitabını Okurken,/ismail-in-kitabini-okurken-siiri/,,,
Ahmet Telli,Şahmaran,/sahmaran-siiri/,,,
Ahmet Telli,Yaşanan,/yasanan-siiri/,,,
Ahmet Telli,Yenildik,/yenildik-siiri/,,,
Ahmet Telli,Suçlama Beni,/suclama-beni-2-siiri/,,,
Ahmet Telli,Hatıralarımı Yazma,/hatiralarimi-yazma-siiri/,,,
Ahmet Telli,Her Şey Kararırken,/her-sey-kararirken-siiri/,,,
Ahmet Telli,Vuruşkan Bir Şahandır Umut,/vuruskan-bir-sahandir-umut-siiri/,,,
Ahmet Telli,Savrulup Dururken Hayat,/savrulup-dururken-hayat-siiri/,,,
Ahmet Telli,Sıcak Bir Kış,/sicak-bir-kis-siiri/,,,
Ahmet Telli,Yalnızsan Eğer,/yalnizsan-eger-siiri/,,,
Ahmet Telli,Herhangi Bir Aşka Dair,/herhangi-bir-aska-dair-siiri/,,,
Ahmet Telli,Suskunun Saati,/suskunun-saati-siiri/,,,
Ahmet Telli,Sığınak,/siginak-siiri/,,,
Ahmet Telli,Sesinin Kuşları Susunca,/sesinin-kuslari-susunca-siiri/,,,
Ahmet Telli,Yalnızlığın Ayrıkotları,/yalnizligin-ayrikotlari-siiri/,,,
Ahmet Telli,Resim Ve Resim Tarihi,/resim-ve-resim-tarihi-siiri/,,,
Ahmet Telli,Kaos,/kaos-2-siiri/,,,
Ahmet Telli,Sizi Sevmiyorum,/sizi-sevmiyorum-siiri/,,,
Ahmet Telli,Sevdalar Duman Olmayacak,/sevdalar-duman-olmayacak-siiri/,,,
Ahmet Telli,Şiir ve Yaşam,/siir-ve-yasam-siiri/,,,
Ahmet Telli,Sislenen,/sislenen-siiri/,,,
Ahmet Telli,Sen Türkü Söyle ve Gülümse,/sen-turku-soyle-ve-gulumse-siiri/,,,
Ahmet Telli,Şen Olasın Halep Şehri,/sen-olasin-halep-sehri-siiri/,,,
Ahmet Telli,Güneşi Sen Çekeceksin Buluttan,/gunesi-sen-cekeceksin-buluttan-siiri/,,,
Ahmet Telli,Savrulan Külleri Ömrümüzün,/savrulan-kulleri-omrumuzun-siiri/,,,
Ahmet Telli,Yolcu,/yolcu-9-siiri/,,,
Ahmet Telli,Ses,/ses-29-siiri/,,,
Ahmet Telli,Şair Bahşişi,/sair-bahsisi-siiri/,,,
Ahmet Telli,Öyle Bir Yaz Şiiri I,/oyle-bir-yaz-siiri-i-siiri/,,,
Ahmet Telli,Sessizliğin Çanları,/sessizligin-canlari-siiri/,,,
Ahmet Telli,Kahvede,/kahvede-siiri/,,,
Ahmet Telli,Güz Dalgınlıkları,/guz-dalginliklari-siiri/,,,
Ahmet Telli,Öfkenin Adını Koy,/ofkenin-adini-koy-siiri/,,,
Ahmet Telli,Düşerken Üstümüze Akbabaların Gölgesi,/duserken-ustumuze-akbabalarin-golgesi-siiri/,,,
Ahmet Telli,Bir Direnmedir Hasret,/bir-direnmedir-hasret-siiri/,,,
Ahmet Telli,Kavgalar Büyüdükçe,/kavgalar-buyudukce-siiri/,,,
Ahmet Telli,Gittin Ya,/gittin-ya-117-siiri/,,,
Ahmet Telli,Barbar Ve Şehla,/barbar-ve-sehla-siiri/,,,
Ahmet Telli,Sessizliğin Yorgun Yüzü,/sessizligin-yorgun-yuzu-siiri/,,,
Ahmet Telli,Çocuksun Sen / Iı,/cocuksun-sen-ii-siiri/,,,
Ahmet Telli,Dedi Ki O,/dedi-ki-o-siiri/,,,
Ahmet Telli,Küf,/kuf-28-siiri/,,,
Ahmet Telli,La Minör,/la-minor-3-siiri/,,,
Ahmet Telli,Bir Hüzün Mevsiminden Çıkarken Kalbim,/bir-huzun-mevsiminden-cikarken-kalbim-siiri/,,,
Ahmet Telli,Gurbet Mutlaka Olacaktır,/gurbet-mutlaka-olacaktir-siiri/,,,
Ahmet Telli,Hayatın Uçurumlarıdır Yalnızlıklar,/hayatin-ucurumlaridir-yalnizliklar-siiri/,,,
Can Yücel,Her Şey Sende Gizli,/her-sey-sende-gizli-siiri/,,,
Can Yücel,Eğer,/eger-3-siiri/,,,
Can Yücel,Ben Hayatta En Çok Babamı Sevdim,/ben-hayatta-en-cok-babami-sevdim-siiri/,,,
Can Yücel,Sevgi Duvarı,/sevgi-duvari-siiri/,,,
Can Yücel,Değişik,/degisik-siiri/,,,
Can Yücel,Ağaçları Kesmeyin,/agaclari-kesmeyin-siiri/,,,
Can Yücel,Buluşmak Üzere,/bulusmak-uzere-siiri/,,,
Can Yücel,Öğretmenin Düşü,/ogretmenin-dusu-3-siiri/,,,
Can Yücel,Aşk Çocuğu,/ask-cocugu-siiri/,,,
Can Yücel,Akdeniz Yaraşıyor Sana,/akdeniz-yarasiyor-sana-siiri/,,,
Can Yücel,Anayasası İnsanın,/anayasasi-insanin-siiri/,,,
Can Yücel,Aşk Dersi,/ask-dersi-3-siiri/,,,
Can Yücel,Ay! Ay! Ay!,/ay-ay-ay-4-siiri/,,,
Can Yücel,Belkim Bir Kertenkeleydim,/belkim-bir-kertenkeleydim-siiri/,,,
Can Yücel,Al Bir Uzun Hava,/al-bir-uzun-hava-siiri/,,,
Can Yücel,Yeşilmişik,/yesilmisik-siiri/,,,
Can Yücel,Anı,/ani-5-siiri/,,,
Can Yücel,Farzet Hiç Ayrılmadık,/farzet-hic-ayrilmadik-siiri/,,,
Can Yücel,Yorgunluk,/yorgunluk-siiri/,,,
Can Yücel,Arkamdan Konuşmasınlar Diye,/arkamdan-konusmasinlar-diye-siiri/,,,
Can Yücel,Bi Sen Eksiktin Ayışığı,/bi-sen-eksiktin-ayisigi-siiri/,,,
Can Yücel,Bir Cin Şiiri,/bir-cin-siiri-siiri/,,,
Can Yücel,Ağıt,/agit-13-siiri/,,,
Can Yücel,Ay Işığı Sonatı,/ay-isigi-sonati-3-siiri/,,,
Can Yücel,Bayramlık,/bayramlik-2-siiri/,,,
Can Yücel,Herze,/herze-siiri/,,,
Can Yücel,Yaşasın Cumhuriyet,/yasasin-cumhuriyet-2-siiri/,,,
Can Yücel,Baharla Ölüm Konuşmaları,/baharla-olum-konusmalari-siiri/,,,
Can Yücel,Mare Nostrum,/mare-nostrum-siiri/,,,
Can Yücel,Bi Damlacık,/bi-damlacik-siiri/,,,
Can Yücel,Kibrit Çakıyorsun Karanlıkta,/kibrit-cakiyorsun-karanlikta-siiri/,,,
Can Yücel,Barış İçin,/baris-icin-siiri/,,,
Can Yücel,Deli Yürek,/deli-yurek-2-siiri/,,,
Can Yücel,Baştan Kara,/bastan-kara-siiri/,,,
Can Yücel,Seke Seke,/seke-seke-siiri/,,,
Can Yücel,Akis,/akis-3-siiri/,,,
Can Yücel,Altı,/alti-siiri/,,,
Can Yücel,Arife Tarif,/arife-tarif-siiri/,,,
Can Yücel,Bi Koşu,/bi-kosu-siiri/,,,
Can Yücel,Yalçın Küçük,/yalcin-kucuk-siiri/,,,
Can Yücel,El Tutuşa Tutuşa,/el-tutusa-tutusa-siiri/,,,
Can Yücel,Benzetmeyi Benzetme,/benzetmeyi-benzetme-siiri/,,,
Can Yücel,Beşik Dürtmesi,/besik-durtmesi-siiri/,,,
Can Yücel,Hayır,/hayir-2-siiri/,,,
Can Yücel,Bu Da Öyle Bir Aşk,/bu-da-oyle-bir-ask-siiri/,,,
Can Yücel,Doğuş,/dogus-3-siiri/,,,
Can Yücel,Benden De Koyu Mai Bir Blues,/benden-de-koyu-mai-bir-blues-siiri/,,,
Can Yücel,Bir Siyasinin Şiirleri - Sekiz,/bir-siyasinin-siirleri-sekiz-siiri/,,,
Can Yücel,Yeşil Şiir,/yesil-siir-siiri/,,,
Can Yücel,Aslandan Al Haberi,/aslandan-al-haberi-siiri/,,,
Can Yücel,Kayıp Çocuk,/kayip-cocuk-siiri/,,,
Can Yücel,İğneli,/igneli-siiri/,,,
Can Yücel,Pul Pul,/pul-pul-siiri/,,,
Can Yücel,Bereket Versin,/bereket-versin-siiri/,,,
Can Yücel,Dinar yolunda Devrilen Bir Fordun Şöför Ahmet İçin Yaktığı Ağıt,/dinar-yolunda-devrilen-bir-fordun-sofor-ahmet-icin-yaktigi-agit-siiri/,,,
Can Yücel,Hayal Oyunu,/hayal-oyunu-siiri/,,,
Can Yücel,Takaza,/takaza-siiri/,,,
Can Yücel,Bir Ölüm İlanı,/bir-olum-ilani-siiri/,,,
Can Yücel,Aygün Uğurlar İçin,/aygun-ugurlar-icin-siiri/,,,
Can Yücel,Güzel'e,/guzel-e-siiri/,,,
Can Yücel,Ellerimde Bir Göztaşı,/ellerimde-bir-goztasi-siiri/,,,
Can Yücel,Dua Başlangıcı,/dua-baslangici-siiri/,,,
Can Yücel,Dostum Dışarı Kaçtı,/dostum-disari-kacti-siiri/,,,
Can Yücel,Cıgarayı Bırakma Kampanyası,/cigarayi-birakma-kampanyasi-2-siiri/,,,
Can Yücel,Gidip Gelme,/gidip-gelme-siiri/,,,
Can Yücel,Menapoz,/menapoz-siiri/,,,
Can Yücel,Uyumayan Umut,/uyumayan-umut-siiri/,,,
Can Yücel,Maskulunizma,/maskulunizma-siiri/,,,
Can Yücel,Sardunyaya Ağıt,/sardunyaya-agit-siiri/,,,
Can Yücel,Go Home Hacı Go Home,/go-home-haci-go-home-siiri/,,,
Can Yücel,Muzmin Bir Şair'e,/muzmin-bir-sair-e-2-siiri/,,,
Can Yücel,Nihayet,/nihayet-siiri/,,,
Can Yücel,Küçük Kızım Su'ya,/kucuk-kizim-su-ya-siiri/,,,
Can Yücel,Büyük Can Dedi Ki,/buyuk-can-dedi-ki-siiri/,,,
Can Yücel,Parça Parça - 1,/parca-parca-1-siiri/,,,
Can Yücel,Sevgili Gençlik,/sevgili-genclik-siiri/,,,
Can Yücel,Gitmez- Ayak,/gitmez-ayak-siiri/,,,
Can Yücel,Nuhun Kızı,/nuhun-kizi-siiri/,,,
Can Yücel,Güya,/guya-2-siiri/,,,
Can Yücel,Parça Parça - 5,/parca-parca-5-siiri/,,,
Can Yücel,İtiraza İtirazım Var,/itiraza-itirazim-var-siiri/,,,
Can Yücel,Yavaş!!,/yavas-siiri/,,,
Can Yücel,Şili'de Son Durum,/sili-de-son-durum-siiri/,,,
Can Yücel,Yaşasın Cazın Getirdiği Devrim,/yasasin-cazin-getirdigi-devrim-siiri/,,,
Can Yücel,Döğüşelim Barış İçin,/doguselim-baris-icin-siiri/,,,
Can Yücel,Parça Parça - 4,/parca-parca-4-siiri/,,,
Can Yücel,Opus-Corpus-1999,/opus-corpus-1999-siiri/,,,
Can Yücel,İnsan Resmi,/insan-resmi-siiri/,,,
Can Yücel,Türkiyat Vapuru,/turkiyat-vapuru-siiri/,,,
Can Yücel,Metamosmoris,/metamosmoris-siiri/,,,
Can Yücel,Dumanın Doğrusu,/dumanin-dogrusu-siiri/,,,
Can Yücel,Bir Doğaç Daha,/bir-dogac-daha-siiri/,,,
Can Yücel,Parça Parça - 2,/parca-parca-2-siiri/,,,
Can Yücel,Dinleme Başını,/dinleme-basini-siiri/,,,
Can Yücel,Değişim,/degisim-14-siiri/,,,
Can Yücel,Bunaydın,/bunaydin-siiri/,,,
Can Yücel,Serçeleme,/serceleme-2-siiri/,,,
Can Yücel,Flaş,/flas-siiri/,,,
Can Yücel,Brahms'a,/brahms-a-2-siiri/,,,
Can Yücel,Suda,/suda-siiri/,,,
Can Yücel,Sekiz,/sekiz-siiri/,,,
Can Yücel,Cankurtaranla,/cankurtaranla-siiri/,,,
Can Yücel,Danton'un Çaydanlığı,/danton-un-caydanligi-siiri/,,,
Can Yücel,Nedenle Sonuç,/nedenle-sonuc-siiri/,,,
Can Yücel,İşçi Marşı,/isci-marsi-3-siiri/,,,
Can Yücel,Demin,/demin-siiri/,,,
Can Yücel,Yangın Var,/yangin-var-siiri/,,,
Can Yücel,Kültablası,/kultablasi-siiri/,,,
Can Yücel,Tövbe,/tovbe-5-siiri/,,,
Can Yücel,İyimserlerimizin İyimserliği,/iyimserlerimizin-iyimserligi-siiri/,,,
Can Yücel,Sakız Ağacı,/sakiz-agaci-siiri/,,,
Can Yücel,Bu Kadarcık,/bu-kadarcik-siiri/,,,
Can Yücel,Yaprak Dökümü,/yaprak-dokumu-siiri/,,,
Can Yücel,Yapraktı,/yaprakti-siiri/,,,
Can Yücel,Epigram,/epigram-2-siiri/,,,
Can Yücel,Fitilli,/fitilli-siiri/,,,
Can Yücel,Martılar Ki,/martilar-ki-siiri/,,,
Can Yücel,Cihat İçin Cahit,/cihat-icin-cahit-siiri/,,,
Can Yücel,Keçi Boynuzu,/keci-boynuzu-siiri/,,,
Can Yücel,No: 16,/no-16-siiri/,,,
Can Yücel,Hürriyete İlan,/hurriyete-ilan-siiri/,,,
Can Yücel,Tavşan Kanı,/tavsan-kani-siiri/,,,
Can Yücel,Ölüm ve Oğlum,/olum-ve-oglum-siiri/,,,
Can Yücel,Yaz Geldi,/yaz-geldi-siiri/,,,
Can Yücel,Kitabesiz Seng-i Mezar,/kitabesiz-seng-i-mezar-siiri/,,,
Can Yücel,Suret,/suret-siiri/,,,
Can Yücel,Ukte,/ukte-siiri/,,,
Can Yücel,Hüvelbaki,/huvelbaki-siiri/,,,
Can Yücel,Seng-i Derya,/seng-i-derya-siiri/,,,
Can Yücel,Ölemsiz,/olemsiz-siiri/,,,
Can Yücel,Otuz,/otuz-siiri/,,,
Can Yücel,Prima Vera,/prima-vera-siiri/,,,
Can Yücel,Gelincik Şurubu,/gelincik-surubu-siiri/,,,
Can Yücel,Neşe'ye Sone,/nese-ye-sone-siiri/,,,
Can Yücel,Deliriyorum Tiremens,/deliriyorum-tiremens-siiri/,,,
Can Yücel,Şey Gibi,/sey-gibi-siiri/,,,
Can Yücel,Okuyana Rahmet,/okuyana-rahmet-siiri/,,,
Can Yücel,Parça Parça - 3,/parca-parca-3-siiri/,,,
Can Yücel,Hal Çaresi,/hal-caresi-siiri/,,,
Can Yücel,Öyle bi...,/oyle-bi-siiri/,,,
Can Yücel,Güler Yüzümle,/guler-yuzumle-siiri/,,,
Can Yücel,Nur İndi,/nur-indi-siiri/,,,
Can Yücel,Üç Nal Lokantasından,/uc-nal-lokantasindan-siiri/,,,
Can Yücel,Rengahenk,/rengahenk-siiri/,,,
Can Yücel,İrtihal,/irtihal-siiri/,,,
Can Yücel,Gün Yalımı,/gun-yalimi-siiri/,,,
Can Yücel,Requiem,/requiem-siiri/,,,
Can Yücel,Üzere,/uzere-siiri/,,,
Can Yücel,Nimet,/nimet-siiri/,,,
Can Yücel,Denli,/denli-siiri/,,,
Can Yücel,Ya'u,/ya-u-siiri/,,,
Can Yücel,Macellan'ın Macerası,/macellan-in-macerasi-siiri/,,,
Can Yücel,Şaşkın Şaşkın,/saskin-saskin-siiri/,,,
Can Yücel,Hayatta Ben En Çok Babamı Sevdim,/hayatta-ben-en-cok-babami-sevdim-siiri/,,,
Can Yücel,Karamba Karavita,/karamba-karavita-siiri/,,,
Can Yücel,Poetika,/poetika-siiri/,,,
Can Yücel,Naat,/naat-3-siiri/,,,
Can Yücel,Susss-Ma,/susss-ma-siiri/,,,
Can Yücel,Darwin Üzre,/darwin-uzre-siiri/,,,
Can Yücel,Mutlu Yıllar,/mutlu-yillar-48-siiri/,,,
Can Yücel,Muhabbet,/muhabbet-86-siiri/,,,
Can Yücel,Son Gürlük,/son-gurluk-siiri/,,,
Can Yücel,Kartacalı Yıkıntı,/kartacali-yikinti-2-siiri/,,,
Can Yücel,Aklım Takıldı,/aklim-takildi-4-siiri/,,,
Can Yücel,Bitkisel,/bitkisel-siiri/,,,
Can Yücel,Zamanı Geldiğinde Vazgeçmeyi Bildim O Kadar,/zamani-geldiginde-vazgecmeyi-bildim-o-kadar-siiri/,,,
Can Yücel,Yanlış Hayatın Peşinden Koşmayacaksın!,/yanlis-hayatin-pesinden-kosmayacaksin-siiri/,,,
Can Yücel,Başka Türlü Bir Şey,/baska-turlu-bir-sey-3-siiri/,,,
Can Yücel,Otuzbirinci Nesil,/otuzbirinci-nesil-siiri/,,,
Can Yücel,Davet,/davet-263-siiri/,,,
Can Yücel,Sonsöz,/sonsoz-11-siiri/,,,
